epo=	0	loss= 	 3.7875773012214817	P^2_sum= 	0.032205217673238556	purity =	0.04401410254962729	offD = 	0.0029022652153675994
epo=	250	loss= 	 2.524083952124977	P^2_sum= 	0.04285934121227097	purity =	0.04401403154426192	offD = 	0.0007478274640862702
epo=	500	loss= 	 2.4846174356375683	P^2_sum= 	0.04357034101995171	purity =	0.044013978512201735	offD = 	0.00045944948006072214
epo=	750	loss= 	 2.4735861332306968	P^2_sum= 	0.04377682301788025	purity =	0.04401413820099835	offD = 	0.00031958183171954587
epo=	1000	loss= 	 2.469190647336948	P^2_sum= 	0.043847080570484975	purity =	0.044014015086438735	offD = 	0.00025788650284060073
epo=	1250	loss= 	 2.466539643580087	P^2_sum= 	0.0438789670715697	purity =	0.04401390163512163	offD = 	0.0002213172167700815
epo=	1500	loss= 	 2.4645800962878703	P^2_sum= 	0.04390424947574724	purity =	0.04401387706475758	offD = 	0.00018931949776243787
epo=	1750	loss= 	 2.4634575044083102	P^2_sum= 	0.043922866749200484	purity =	0.04401406191962301	offD = 	0.00016627111109219215
epo=	2000	loss= 	 2.4626781584061828	P^2_sum= 	0.043936750710458224	purity =	0.04401390266655186	offD = 	0.00014759233559531715
epo=	2250	loss= 	 2.4620681775335833	P^2_sum= 	0.043948100211405695	purity =	0.04401373447640699	offD = 	0.00013105592916031345
epo=	2500	loss= 	 2.4616299328865794	P^2_sum= 	0.043956784526511576	purity =	0.04401412664640165	offD = 	0.00011871968410565625
epo=	2750	loss= 	 2.461250532185128	P^2_sum= 	0.04396305287004789	purity =	0.04401398594343437	offD = 	0.00010869377097315878
epo=	3000	loss= 	 2.460936277304309	P^2_sum= 	0.04396834517983923	purity =	0.04401404712438933	offD = 	0.00010142427086729242
epo=	3250	loss= 	 2.460662865277787	P^2_sum= 	0.04397241557618166	purity =	0.04401390400547672	offD = 	9.651724010670497e-05
epo=	3500	loss= 	 2.460412790821829	P^2_sum= 	0.043976199191092524	purity =	0.044013995987052607	offD = 	8.972917188956926e-05
epo=	3750	loss= 	 2.4602001212497386	P^2_sum= 	0.043978941512956726	purity =	0.04401391459336709	offD = 	8.479280885773541e-05
epo=	4000	loss= 	 2.4600202081753104	P^2_sum= 	0.04398092224141674	purity =	0.04401382700852735	offD = 	8.052483579951134e-05
epo=	4250	loss= 	 2.459861425399167	P^2_sum= 	0.04398238821402785	purity =	0.04401400201101507	offD = 	7.835910985457234e-05
epo=	4500	loss= 	 2.459703162211596	P^2_sum= 	0.04398343205097892	purity =	0.044013963854538804	offD = 	7.486559317667577e-05
epo=	4750	loss= 	 2.459571626109558	P^2_sum= 	0.04398451648012029	purity =	0.04401385274984761	offD = 	7.335890608249297e-05
epo=	4999	loss= 	 2.459476491765835	P^2_sum= 	0.04398579312049866	purity =	0.04401398903181484	offD = 	7.251697844936833e-05
