 (5.709093780421453657e-02+7.349274939728563452e-09j), (6.567100427623540071e-07+3.413198012636523004e-09j), (6.563825301619807817e-07-1.823566621664274301e-08j), (9.429092330096351393e-01-7.349275828964080270e-09j)
 (5.709093490751371291e-02+7.349272064180456532e-09j), (4.234423413469745601e-07-6.851835300802910922e-07j), (4.358283653416172854e-07+6.770349498252947740e-07j), (9.429091851636651755e-01-7.349273023482538747e-09j)
