epo=	0	loss= 	 1.1447091961523126	P^2_sum= 	0.25603877255167073	purity =	0.30829850315973667	offD = 	0.04868161079423883
epo=	25	loss= 	 1.081820986122582	P^2_sum= 	0.25807462707293105	purity =	0.3082985738644115	offD = 	0.047670236547079886
epo=	50	loss= 	 1.0215747898097043	P^2_sum= 	0.26225581603431825	purity =	0.3082982405223269	offD = 	0.04520612554895567
epo=	75	loss= 	 0.9702625830739734	P^2_sum= 	0.2674827799341989	purity =	0.30829843863162515	offD = 	0.041731671913578794
epo=	100	loss= 	 0.9317763726365458	P^2_sum= 	0.2725693042321134	purity =	0.30829853939352075	offD = 	0.037944049588368584
epo=	125	loss= 	 0.9055739866929994	P^2_sum= 	0.27670294481125257	purity =	0.3082983956239833	offD = 	0.03434822889589901
epo=	150	loss= 	 0.8880716997487815	P^2_sum= 	0.2799536186358649	purity =	0.30829849995397046	offD = 	0.0314474931069304
epo=	175	loss= 	 0.8754974153552244	P^2_sum= 	0.28283428718938386	purity =	0.3082983125772245	offD = 	0.029411283409832158
epo=	200	loss= 	 0.8652780341663135	P^2_sum= 	0.28575666488346396	purity =	0.308298471920887	offD = 	0.027517345849432925
epo=	225	loss= 	 0.8562203359177187	P^2_sum= 	0.2888262949487264	purity =	0.30829842156699294	offD = 	0.02541590140271682
epo=	250	loss= 	 0.847980287436468	P^2_sum= 	0.29194650955924706	purity =	0.30829859169764984	offD = 	0.023063663147908132
epo=	275	loss= 	 0.8405565157647898	P^2_sum= 	0.2949734770528084	purity =	0.3082984512085636	offD = 	0.020520650422488466
epo=	300	loss= 	 0.8340778125258158	P^2_sum= 	0.2977764653432359	purity =	0.30829841302860905	offD = 	0.017909033483354125
epo=	325	loss= 	 0.828671074184638	P^2_sum= 	0.3002423338811244	purity =	0.30829846797004407	offD = 	0.015386488756713255
epo=	350	loss= 	 0.8243495656081505	P^2_sum= 	0.3022851870112822	purity =	0.3082985105968281	offD = 	0.013100408121105554
epo=	375	loss= 	 0.8209853841487174	P^2_sum= 	0.3038700050459221	purity =	0.3082984598035074	offD = 	0.011143827364284951
epo=	400	loss= 	 0.8183697042983671	P^2_sum= 	0.30502794981528575	purity =	0.3082984963760802	offD = 	0.009540903928144941
epo=	425	loss= 	 0.8162905602916487	P^2_sum= 	0.3058400534113662	purity =	0.3082984674148907	offD = 	0.008262081719453876
epo=	450	loss= 	 0.8145815027332717	P^2_sum= 	0.30640213799494087	purity =	0.30829831115916706	offD = 	0.007250427512576249
epo=	475	loss= 	 0.8131330981066671	P^2_sum= 	0.3067972791078328	purity =	0.30829844284062013	offD = 	0.006443305553557594
epo=	500	loss= 	 0.8118796370329245	P^2_sum= 	0.3070844240097766	purity =	0.30829823835471043	offD = 	0.00578463932415736
