epo=	0	loss= 	 4.071367316892138	P^2_sum= 	0.03195934857853677	purity =	0.04401384316019103	offD = 	0.0029682910555106075
epo=	250	loss= 	 2.715724889630925	P^2_sum= 	0.039738343306095575	purity =	0.044014111927178176	offD = 	0.0017266668914533215
epo=	500	loss= 	 2.640291824549134	P^2_sum= 	0.04085969356778037	purity =	0.04401403801483514	offD = 	0.0014565955814612834
epo=	750	loss= 	 2.6056638559181025	P^2_sum= 	0.04137812361401746	purity =	0.044013943593439256	offD = 	0.0013029441039778783
epo=	1000	loss= 	 2.590053069277739	P^2_sum= 	0.04160444052433153	purity =	0.04401411726123403	offD = 	0.0012438561991950123
epo=	1250	loss= 	 2.5800653827426436	P^2_sum= 	0.04176802098193411	purity =	0.044013921329087144	offD = 	0.0011849612654613558
epo=	1500	loss= 	 2.574535974234028	P^2_sum= 	0.041878007231970944	purity =	0.04401393187691159	offD = 	0.001151078169532251
epo=	1750	loss= 	 2.570748273201489	P^2_sum= 	0.041950895110055286	purity =	0.0440140232046419	offD = 	0.0011314823646592267
epo=	2000	loss= 	 2.567014115077676	P^2_sum= 	0.042027173660654206	purity =	0.04401393917982406	offD = 	0.0011076609008170899
epo=	2250	loss= 	 2.563345446492381	P^2_sum= 	0.04209507598502659	purity =	0.04401399750761074	offD = 	0.0010963518871923775
epo=	2500	loss= 	 2.558029970265969	P^2_sum= 	0.042154652761777635	purity =	0.044013903057423656	offD = 	0.0010980743772264893
epo=	2750	loss= 	 2.5527660458895354	P^2_sum= 	0.04221299432838385	purity =	0.04401402899414994	offD = 	0.0010883787588986792
epo=	3000	loss= 	 2.54685826853723	P^2_sum= 	0.042307474527340815	purity =	0.04401385978184125	offD = 	0.0010582052137005026
epo=	3250	loss= 	 2.540987548931901	P^2_sum= 	0.04242485247991112	purity =	0.044014105042550676	offD = 	0.0010027043290422933
epo=	3500	loss= 	 2.5382988205532135	P^2_sum= 	0.04249194126387869	purity =	0.04401388958540382	offD = 	0.0009841317743028962
epo=	3750	loss= 	 2.536409412039377	P^2_sum= 	0.04254200301049954	purity =	0.04401394219659588	offD = 	0.0009754129951410173
epo=	4000	loss= 	 2.535860898912433	P^2_sum= 	0.04256021372369552	purity =	0.04401388536976236	offD = 	0.0009669157473268634
epo=	4250	loss= 	 2.535701311825172	P^2_sum= 	0.04256637066667023	purity =	0.044013968327057326	offD = 	0.0009639786100520079
epo=	4500	loss= 	 2.535634679481983	P^2_sum= 	0.04256926680910456	purity =	0.044013938138971476	offD = 	0.0009629634242927739
epo=	4750	loss= 	 2.535604638053835	P^2_sum= 	0.042571074678376494	purity =	0.044013928684661904	offD = 	0.0009626882136492537
epo=	4999	loss= 	 2.5355873525306007	P^2_sum= 	0.042572112726154625	purity =	0.04401390964166821	offD = 	0.0009625190013967755
