epo=	0	loss= 	 4.045204737933342	P^2_sum= 	0.03150691163868772	purity =	0.04401390642762224	offD = 	0.003013228234709078
epo=	250	loss= 	 2.672186340377591	P^2_sum= 	0.040455068210043674	purity =	0.044013972339548846	offD = 	0.0015251228232291086
epo=	500	loss= 	 2.5967159418870964	P^2_sum= 	0.04152420412832862	purity =	0.044013906365559005	offD = 	0.0012757040917330325
epo=	750	loss= 	 2.5632155248746447	P^2_sum= 	0.0421532782795053	purity =	0.044013970914234035	offD = 	0.0010990702684043475
epo=	1000	loss= 	 2.551928642923291	P^2_sum= 	0.04241553380369667	purity =	0.044013968848706765	offD = 	0.001015642331381885
epo=	1250	loss= 	 2.5430018707978514	P^2_sum= 	0.042547617574011765	purity =	0.044013953361879174	offD = 	0.0009577296227892547
epo=	1500	loss= 	 2.536806637940253	P^2_sum= 	0.04263502968371239	purity =	0.04401391887006753	offD = 	0.0009311112490821695
epo=	1750	loss= 	 2.531785735592328	P^2_sum= 	0.0426870209994114	purity =	0.04401399551879219	offD = 	0.0009175965776452202
epo=	2000	loss= 	 2.5277626722497004	P^2_sum= 	0.04273811577753763	purity =	0.0440138707944254	offD = 	0.0008981985188085666
epo=	2250	loss= 	 2.524250898539986	P^2_sum= 	0.042798025191687544	purity =	0.044013897219545635	offD = 	0.0008812898222164242
epo=	2500	loss= 	 2.519961954362405	P^2_sum= 	0.04287669007610739	purity =	0.04401380139419217	offD = 	0.000841733603409941
epo=	2750	loss= 	 2.51785690523285	P^2_sum= 	0.04290527758062909	purity =	0.04401401184994984	offD = 	0.0008177792036857741
epo=	3000	loss= 	 2.516222946156056	P^2_sum= 	0.04291757953956642	purity =	0.044013818848854344	offD = 	0.0008011224882888848
epo=	3250	loss= 	 2.5147302977672057	P^2_sum= 	0.04293662400762849	purity =	0.044013958274936475	offD = 	0.0007943053433896506
epo=	3500	loss= 	 2.512918738459771	P^2_sum= 	0.04297166142025474	purity =	0.044013918196445026	offD = 	0.0007879088593467872
epo=	3750	loss= 	 2.5108710151327567	P^2_sum= 	0.04301012772899901	purity =	0.04401387354794742	offD = 	0.0007859263681923312
epo=	4000	loss= 	 2.509594726198152	P^2_sum= 	0.04303607144696174	purity =	0.04401386410017977	offD = 	0.0007808538846152222
epo=	4250	loss= 	 2.5076496385578757	P^2_sum= 	0.043074455280202345	purity =	0.04401392277200512	offD = 	0.000769087894560567
epo=	4500	loss= 	 2.505720477938881	P^2_sum= 	0.04311949782797926	purity =	0.044013958555296474	offD = 	0.0007464947214741729
epo=	4750	loss= 	 2.5049381006819886	P^2_sum= 	0.04313125113482556	purity =	0.04401404032869512	offD = 	0.000740673321423945
epo=	4999	loss= 	 2.5041876258070204	P^2_sum= 	0.04314056829143956	purity =	0.0440138823942134	offD = 	0.0007404456743047243
