epo=	0	loss= 	 4.187223440569888	P^2_sum= 	0.0318079879723651	purity =	0.044013947581460794	offD = 	0.0030052503817052136
epo=	250	loss= 	 3.214622222961401	P^2_sum= 	0.03438118782473343	purity =	0.044013921374745364	offD = 	0.002652112205872498
epo=	500	loss= 	 3.0866594981950426	P^2_sum= 	0.0353986808822769	purity =	0.04401394513620359	offD = 	0.002496299171918903
epo=	750	loss= 	 3.0541082016676735	P^2_sum= 	0.0356332459249172	purity =	0.044013974462855786	offD = 	0.0024607968099958893
epo=	1000	loss= 	 3.0456355819591727	P^2_sum= 	0.03572580342954469	purity =	0.044013885072619094	offD = 	0.0024450035435258674
epo=	1250	loss= 	 3.0350267448081163	P^2_sum= 	0.03584142613172912	purity =	0.044013928315175574	offD = 	0.002420561971460489
epo=	1500	loss= 	 3.01420832498686	P^2_sum= 	0.036166334309444464	purity =	0.04401385837428907	offD = 	0.0023991288741146695
epo=	1750	loss= 	 3.005919310053638	P^2_sum= 	0.03627971971892849	purity =	0.044013957658842806	offD = 	0.00238397888339409
epo=	2000	loss= 	 3.0024004697184563	P^2_sum= 	0.036295699714065655	purity =	0.04401389992893551	offD = 	0.00239410546570919
epo=	2250	loss= 	 3.001571382914894	P^2_sum= 	0.036287678919962006	purity =	0.04401393379573823	offD = 	0.0023928034889583094
epo=	2500	loss= 	 3.0012916952738267	P^2_sum= 	0.036283830037427266	purity =	0.04401399534941078	offD = 	0.0023925255033367316
epo=	2750	loss= 	 3.001130120624282	P^2_sum= 	0.036282282881766784	purity =	0.04401397207909952	offD = 	0.002393115602532611
epo=	3000	loss= 	 3.0010248310459082	P^2_sum= 	0.03628157717834823	purity =	0.04401393925881598	offD = 	0.002393411911195214
epo=	3250	loss= 	 3.0009510042519163	P^2_sum= 	0.03628156299923618	purity =	0.044013991655369435	offD = 	0.0023932694372801994
epo=	3500	loss= 	 3.000888422775445	P^2_sum= 	0.036281982926433434	purity =	0.04401396299068336	offD = 	0.002392811472457187
epo=	3750	loss= 	 3.000839141448263	P^2_sum= 	0.036282710768973145	purity =	0.04401392375011008	offD = 	0.002392183142392341
epo=	4000	loss= 	 3.0008070466063015	P^2_sum= 	0.036283656035908995	purity =	0.04401393710249779	offD = 	0.002391384851482573
epo=	4250	loss= 	 3.000787342234955	P^2_sum= 	0.03628474221597031	purity =	0.0440139519836293	offD = 	0.002390304103597621
epo=	4500	loss= 	 3.0007746319111415	P^2_sum= 	0.036286068241446236	purity =	0.04401397726446213	offD = 	0.0023887447598282346
epo=	4750	loss= 	 3.000757236415701	P^2_sum= 	0.03628779960285166	purity =	0.044013943236822145	offD = 	0.0023863893302118553
epo=	4999	loss= 	 3.000723663409492	P^2_sum= 	0.03629037562573983	purity =	0.04401392752423103	offD = 	0.002382701504224494
