epo=	0	loss= 	 3.779939726322836	P^2_sum= 	0.03245924913829644	purity =	0.0440139290696767	offD = 	0.0029037195271955727
epo=	250	loss= 	 2.7510586080453994	P^2_sum= 	0.03922209361500717	purity =	0.044013898220921055	offD = 	0.0018138875442264642
epo=	500	loss= 	 2.679912184635101	P^2_sum= 	0.04031466935387548	purity =	0.04401397004413182	offD = 	0.0016115204607527712
epo=	750	loss= 	 2.6536479254798806	P^2_sum= 	0.040731114249444936	purity =	0.04401389709189778	offD = 	0.0015002964957110084
epo=	1000	loss= 	 2.6348922971163145	P^2_sum= 	0.04100671388821764	purity =	0.04401402413962649	offD = 	0.0014123095551167623
epo=	1250	loss= 	 2.624745628492338	P^2_sum= 	0.041126030068340605	purity =	0.044013957679893696	offD = 	0.001368281200085982
epo=	1500	loss= 	 2.620087334426312	P^2_sum= 	0.041223893420009046	purity =	0.04401408692688729	offD = 	0.0013412527329661474
epo=	1750	loss= 	 2.615496919221317	P^2_sum= 	0.04128930816982912	purity =	0.044013908345653024	offD = 	0.001342364066207853
epo=	2000	loss= 	 2.611253617784343	P^2_sum= 	0.0413383778841344	purity =	0.04401391151169403	offD = 	0.0013316184742730723
epo=	2250	loss= 	 2.608544730950721	P^2_sum= 	0.04138959427352533	purity =	0.04401402513157982	offD = 	0.0013183816751451282
epo=	2500	loss= 	 2.6052514393616946	P^2_sum= 	0.041443387773132695	purity =	0.04401396742248179	offD = 	0.0013017585128887992
epo=	2750	loss= 	 2.6027253673258612	P^2_sum= 	0.041483991646652424	purity =	0.04401395224298214	offD = 	0.0012824924136503816
epo=	3000	loss= 	 2.6011786123684435	P^2_sum= 	0.041518041761592406	purity =	0.044013953238213055	offD = 	0.0012769303649814985
epo=	3250	loss= 	 2.5997391246224066	P^2_sum= 	0.04154950728529069	purity =	0.044013948632258666	offD = 	0.00127230262676345
epo=	3500	loss= 	 2.5953836237330066	P^2_sum= 	0.04159448581530574	purity =	0.04401393966557179	offD = 	0.0012575345413588204
epo=	3750	loss= 	 2.591855657592535	P^2_sum= 	0.04161125904805046	purity =	0.04401385535460238	offD = 	0.0012541507858958726
epo=	4000	loss= 	 2.58712528773514	P^2_sum= 	0.041690233194756274	purity =	0.04401400789576744	offD = 	0.0012368028346728755
epo=	4250	loss= 	 2.585234648867421	P^2_sum= 	0.04173253287506285	purity =	0.04401391343904937	offD = 	0.0012343906584447717
epo=	4500	loss= 	 2.5838570084429517	P^2_sum= 	0.04175773045333133	purity =	0.04401394892019697	offD = 	0.001227654082936757
epo=	4750	loss= 	 2.5834586722061603	P^2_sum= 	0.04176842519263674	purity =	0.044014004229599446	offD = 	0.0012248352652846635
epo=	4999	loss= 	 2.583363805783208	P^2_sum= 	0.041776033359004025	purity =	0.04401389326082908	offD = 	0.0012236417447455752
