epo=	0	loss= 	 3.307888572503955	P^2_sum= 	0.06508682381510023	purity =	0.07856042432604324	offD = 	0.0060297761556426105
epo=	75	loss= 	 2.2386452274855744	P^2_sum= 	0.07308438666928138	purity =	0.07856053391158643	offD = 	0.0035250784471425873
epo=	150	loss= 	 2.122953778768822	P^2_sum= 	0.07633908018397231	purity =	0.07856051597075653	offD = 	0.001968880012958459
epo=	225	loss= 	 2.095382295521539	P^2_sum= 	0.07696834376373562	purity =	0.07856030939211095	offD = 	0.001447179557429444
epo=	300	loss= 	 2.084799205943072	P^2_sum= 	0.07725950733730727	purity =	0.07856046404656887	offD = 	0.0012127913726455984
epo=	375	loss= 	 2.0780162529881765	P^2_sum= 	0.07747795059130894	purity =	0.07856060733587672	offD = 	0.0010459601204687102
epo=	450	loss= 	 2.073080933646812	P^2_sum= 	0.07767079754288667	purity =	0.07856053097715543	offD = 	0.0008980806273846331
epo=	525	loss= 	 2.069610289951319	P^2_sum= 	0.0778369275309772	purity =	0.07856040754348777	offD = 	0.0007799155194317683
epo=	600	loss= 	 2.0670752235182626	P^2_sum= 	0.07797431961105504	purity =	0.07856051813046429	offD = 	0.0006729904420665794
epo=	675	loss= 	 2.06511937964955	P^2_sum= 	0.07808030909936904	purity =	0.07856038620152447	offD = 	0.000573972818055153
epo=	750	loss= 	 2.063621268724248	P^2_sum= 	0.0781582557825037	purity =	0.07856058353038416	offD = 	0.0004868501611556798
epo=	825	loss= 	 2.0625033343732015	P^2_sum= 	0.07821358996320124	purity =	0.07856050005112906	offD = 	0.00041466280676465616
epo=	900	loss= 	 2.061695425031095	P^2_sum= 	0.0782525007177073	purity =	0.07856049272865613	offD = 	0.0003576160435291444
epo=	975	loss= 	 2.06111504879467	P^2_sum= 	0.07827929071943102	purity =	0.07856055469362225	offD = 	0.0003141752624832691
epo=	1050	loss= 	 2.060685992663607	P^2_sum= 	0.07829692690505083	purity =	0.07856037654814779	offD = 	0.000282280515475655
epo=	1125	loss= 	 2.0603630917162445	P^2_sum= 	0.07830861686069603	purity =	0.07856035341821571	offD = 	0.0002588277959035204
epo=	1200	loss= 	 2.0601105363696637	P^2_sum= 	0.07831660414681385	purity =	0.07856038445315232	offD = 	0.00024048388462047013
epo=	1275	loss= 	 2.059907989911612	P^2_sum= 	0.07832268411492371	purity =	0.07856051455328668	offD = 	0.00022541745455179085
epo=	1350	loss= 	 2.059738592109923	P^2_sum= 	0.07832781032790649	purity =	0.07856052561679619	offD = 	0.000213658749509712
epo=	1425	loss= 	 2.0595957187456877	P^2_sum= 	0.07833279263541743	purity =	0.07856052885847027	offD = 	0.00020416952556632573
epo=	1500	loss= 	 2.059473411229981	P^2_sum= 	0.07833799489061269	purity =	0.07856052241914158	offD = 	0.00019555519611704871
