epo=	0	loss= 	 2.1857433127656996	P^2_sum= 	0.1261398827381543	purity =	0.14630021848318417	offD = 	0.014406355462122735
epo=	100	loss= 	 1.5200910776509224	P^2_sum= 	0.14426643269928768	purity =	0.14629990591868294	offD = 	0.00391526495084715
epo=	200	loss= 	 1.4983882802279322	P^2_sum= 	0.14531871933898682	purity =	0.14630037926802797	offD = 	0.00249027706817436
epo=	300	loss= 	 1.4872848983032236	P^2_sum= 	0.14581098491030214	purity =	0.1463001568735947	offD = 	0.0017643360528279354
epo=	400	loss= 	 1.4830309359171097	P^2_sum= 	0.1460052269895346	purity =	0.14630018321422944	offD = 	0.0012512327753947839
epo=	500	loss= 	 1.4808953229387851	P^2_sum= 	0.1461054424430151	purity =	0.14629995903269907	offD = 	0.0008752632018989561
epo=	600	loss= 	 1.4796962769228685	P^2_sum= 	0.1461743196079857	purity =	0.14630023417125143	offD = 	0.0005919552449899165
epo=	700	loss= 	 1.4790205705775081	P^2_sum= 	0.14622517923541922	purity =	0.14630010015092818	offD = 	0.000411675566282471
epo=	800	loss= 	 1.4786518682150371	P^2_sum= 	0.14626004623191274	purity =	0.14630015173431887	offD = 	0.00029347133178995164
epo=	900	loss= 	 1.4784576861356933	P^2_sum= 	0.14628081784366997	purity =	0.14630021464418555	offD = 	0.0002036564247225081
epo=	1000	loss= 	 1.4783603998786983	P^2_sum= 	0.14629156118972414	purity =	0.14630011270236115	offD = 	0.00013588258053975677
epo=	1100	loss= 	 1.4783180135784146	P^2_sum= 	0.14629697885329868	purity =	0.1463004392362246	offD = 	8.690278068464467e-05
epo=	1200	loss= 	 1.4782976130072318	P^2_sum= 	0.14629889679855868	purity =	0.14630018684057042	offD = 	5.330753511390128e-05
epo=	1300	loss= 	 1.4782911472202922	P^2_sum= 	0.1462998801106764	purity =	0.14630032368288887	offD = 	3.1386798932749304e-05
epo=	1400	loss= 	 1.4782868452578661	P^2_sum= 	0.1462999164343063	purity =	0.14630005699029774	offD = 	1.7734053348351425e-05
epo=	1500	loss= 	 1.4782848511704838	P^2_sum= 	0.14629983635293792	purity =	0.14629987730591393	offD = 	9.614987567484629e-06
epo=	1600	loss= 	 1.4782874448445087	P^2_sum= 	0.14630032016412486	purity =	0.14630033110110774	offD = 	4.9876562531560465e-06
epo=	1700	loss= 	 1.4782869573559607	P^2_sum= 	0.14630026236451218	purity =	0.14630026503609686	offD = 	2.4734236982642227e-06
epo=	1800	loss= 	 1.4782862884861079	P^2_sum= 	0.14630016098637258	purity =	0.14630016158101644	offD = 	1.1711518811729541e-06
epo=	1900	loss= 	 1.4782879243884375	P^2_sum= 	0.14630042219167327	purity =	0.1463004223117024	offD = 	5.293101392703231e-07
epo=	2000	loss= 	 1.4782867361865402	P^2_sum= 	0.1463002335279195	purity =	0.1463002335504	offD = 	2.3229218018673375e-07
