epo=	0	loss= 	 2.1168894949352772	P^2_sum= 	0.12787314713839512	purity =	0.14630015650022254	offD = 	0.01399443570896923
epo=	100	loss= 	 1.829598012721728	P^2_sum= 	0.1298305199422466	purity =	0.1463001450565444	offD = 	0.013138609384539451
epo=	200	loss= 	 1.7307468516446114	P^2_sum= 	0.13308269173339163	purity =	0.1463001345802998	offD = 	0.011794180045983545
epo=	300	loss= 	 1.6712366175881603	P^2_sum= 	0.13531918220759914	purity =	0.14630014189006033	offD = 	0.01028514009217594
epo=	400	loss= 	 1.6217931852276577	P^2_sum= 	0.13755453999541206	purity =	0.14630016568417775	offD = 	0.008937459487925153
epo=	500	loss= 	 1.5945357136432219	P^2_sum= 	0.13894487046451456	purity =	0.14630024978282638	offD = 	0.008192229091129075
epo=	600	loss= 	 1.5690948544000691	P^2_sum= 	0.14049692872241035	purity =	0.14630030053865603	offD = 	0.0073314421399071975
epo=	700	loss= 	 1.548175141006234	P^2_sum= 	0.1423930882469881	purity =	0.14630016826675699	offD = 	0.006147945219513858
epo=	800	loss= 	 1.538329251367305	P^2_sum= 	0.14343744182185383	purity =	0.1463001804474137	offD = 	0.005283771812658808
epo=	900	loss= 	 1.5336242504744708	P^2_sum= 	0.1438338598990552	purity =	0.14630025147882894	offD = 	0.0048473438909062225
epo=	1000	loss= 	 1.5301826529674567	P^2_sum= 	0.1440207722617644	purity =	0.14630014945460335	offD = 	0.004648458053121919
epo=	1100	loss= 	 1.527193809632923	P^2_sum= 	0.14413032887706986	purity =	0.14630024293567753	offD = 	0.004575398916742032
epo=	1200	loss= 	 1.5246334098269907	P^2_sum= 	0.14419879565780758	purity =	0.1463002544105736	offD = 	0.0045087246226192534
epo=	1300	loss= 	 1.522552229445941	P^2_sum= 	0.14424475663790065	purity =	0.14630020647696784	offD = 	0.004420800368903031
epo=	1400	loss= 	 1.5209167199069737	P^2_sum= 	0.14428307028929305	purity =	0.1463002219343128	offD = 	0.004324966585181584
epo=	1500	loss= 	 1.5196280798126582	P^2_sum= 	0.14432125288338493	purity =	0.1463002171194829	offD = 	0.004238519804992833
epo=	1600	loss= 	 1.518581979765559	P^2_sum= 	0.1443573202354645	purity =	0.14630019583506623	offD = 	0.004182583613107953
epo=	1700	loss= 	 1.5177041062571681	P^2_sum= 	0.14438303190826626	purity =	0.14630025202046518	offD = 	0.004145370834473227
epo=	1800	loss= 	 1.5169353580603702	P^2_sum= 	0.1443911121207569	purity =	0.14630015827804815	offD = 	0.004123739253979201
epo=	1900	loss= 	 1.5162166567404907	P^2_sum= 	0.14438125504823546	purity =	0.14630022229892525	offD = 	0.0041371872146678465
epo=	2000	loss= 	 1.5154919131211793	P^2_sum= 	0.14435709856263187	purity =	0.1463002419708176	offD = 	0.0041851908347967474
